"ෙට්ටමින්  සියළුෙ  ප්‍රාශේශීය  ශපාලිසේ  සේථාන  ආවරණය  වන  පරිදි  විශ ේෂ  ශෙශෙයුම්",""
"ක්‍රියාත්ෙක කර ඇත.",""
"ඒ අනුව, 2025.08.10 වන දිනට වාතතාව පෙත පරිදි ශේ.",""
"ප
රීක්ෂා කල පුේෙලයින් ෙණන","28,858"
"අපරාධ සම්බන්ධශයන් සෘජුව ෙඳුනාෙත් පුේෙලයින්","21"
"ෙණන",""
"සැකපිට  අත්අඩංගුවට ෙත් පුේෙලයින් ෙණන","837"
"අත්අඩංගුවට ශෙන ඇති දින  වශරන්තුකරුවන්","265"
"ෙණන",""
"අත්අඩංගුවට ශෙන ඇති විවෘත","157"
"වශරන්තුකරුවන් ෙණන",""
"බීෙත් රියදුරන් අත්අඩංගුවට ෙැනීම්","118"
"අපරික්ෂාකාරි රිය පැෙවීම්","22"
"රථවාෙන ශවනත් වැරදි","3,595"
