"","","","","","","","","","","","","","","","","","ඇමුණුම - 01"
"","2025.07.06  වන  දින  සබරගමුව  පළාතේ  ඇඹිලිපිටිය,  සීතාවකපුර,  කෑගල්ල  හා  රේනපුරය  තපාලිස්  තකාට්ඨාස  තුළ  ක්‍රියාේමක  කරන  ලද  විත ්ෂ","","","","","","","","","","","","","","","",""
"","තමතහයුම සම්බන්ධව.","","","","","","","","","","","","","","","",""
"","අේඅඩංගුවට","වතරන්තුක","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","ලබා ගන්නා","පරීක්ෂා කරන","","අේඅඩංගුවට",""
"","ගේ","රුවන්","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","පුද්ගලයන්","අේඅඩංගුවට","","","","","වැටලීම්","","","","","","","","","",""
"","සංඛ්‍යාව","","","","","","","","","","","","වාහන නඩු","වාහන","","","වාහන"
"","","ගැනීම්","","","","","","","","","","","","","","",""
"තයදවූ මාගග බාධක 
සංඛ්‍යාව","","","","","","","","","","","තවනේ","","","","","",""
"","","දින 
විවෘත","නඩු","ප්‍රමාණය  
තහතරායින්","නඩු","ප්‍රමාණය 
අයිස්","නඩු","ප්‍රමාණය 
ගංජා","නඩු","ප්‍රමාණය 
නී.වි.ම","","බීමේ","තවනේ","පුද්ගලයින්","වාහන","වාහන","යතුරුපැදි"
"","","","","","","","","","","","","","","","","",""
"32","","16 
07","03","","05","01.238","06","19.605","13","77.251","38","19","-","101","31","-","-"
