doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str
lk_police_press_releases	2025-10-18-2025-10-18-06-20	2025-10-18 06:20	2025-10-18	2025-10-18 06:20	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.17-at-0620-_compressed.pdf	2025-10-18 06:20
lk_police_press_releases	2025-10-17-2025-10-17-23-15	2025-10-17 23:15	2025-10-17	2025-10-17 23:15	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.17-at-2315-_compressed.pdf	2025-10-17 23:15
lk_police_press_releases	2025-10-17-2025-10-17-11-40	2025-10-17 11:40	2025-10-17	2025-10-17 11:40	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.17-at-1140-_compressed.pdf	2025-10-17 11:40
lk_police_press_releases	2025-10-17-2025-10-17-09-25	2025-10-17 09:25	2025-10-17	2025-10-17 09:25	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.17-at-0925-_compressed.pdf	2025-10-17 09:25
lk_police_press_releases	2025-10-17-2025-10-17-06-20	2025-10-17 06:20	2025-10-17	2025-10-17 06:20	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.17-at-0620-_compressed.pdf	2025-10-17 06:20
lk_police_press_releases	2025-10-16-2025-10-16-17-17	2025-10-16 17:17	2025-10-16	2025-10-16 17:17	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.16-at-1717_compressed.pdf	2025-10-16 17:17
lk_police_press_releases	2025-10-16-2025-10-16-17-16	2025-10-16 17:16	2025-10-16	2025-10-16 17:16	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.16-at-1716_compressed.pdf	2025-10-16 17:16
lk_police_press_releases	2025-10-16-2025-10-16-17-15	2025-10-16 17:15	2025-10-16	2025-10-16 17:15	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.16-at-1715-_compressed.pdf	2025-10-16 17:15
lk_police_press_releases	2025-10-16-2025-10-16-10-45	2025-10-16 10:45	2025-10-16	2025-10-16 10:45	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.16-පැය-1045-_compressed.pdf	2025-10-16 10:45
lk_police_press_releases	2025-10-16-2025-10-16-06-20	2025-10-16 06:20	2025-10-16	2025-10-16 06:20	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.16-at-0620_compressed.pdf	2025-10-16 06:20
lk_police_press_releases	2025-10-15-2025-10-15-20-40	2025-10-15 20:40	2025-10-15	2025-10-15 20:40	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.15-at-2040-_compressed.pdf	2025-10-15 20:40
lk_police_press_releases	2025-10-15-2025-10-15-15-25	2025-10-15 15:25	2025-10-15	2025-10-15 15:25	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.15-at-1525-_compressed.pdf	2025-10-15 15:25
lk_police_press_releases	2025-10-15-2025-10-15-15-15	2025-10-15 15:15	2025-10-15	2025-10-15 15:15	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.15-at-1515-_compressed.pdf	2025-10-15 15:15
lk_police_press_releases	2025-10-15-2025-10-15-15-00	2025-10-15 15:00	2025-10-15	2025-10-15 15:00	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.15-at-1500_compressed.pdf	2025-10-15 15:00
lk_police_press_releases	2025-10-15-2025-10-15-06-30	2025-10-15 06:30	2025-10-15	2025-10-15 06:30	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.15-at-0600-_compressed.pdf	2025-10-15 06:30
lk_police_press_releases	2025-10-14-2025-10-14-06-30	2025-10-14 06:30	2025-10-14	2025-10-14 06:30	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.14-at-0630_compressed.pdf	2025-10-14 06:30
lk_police_press_releases	2025-10-13-2025-10-13-08-50	2025-10-13 08:50	2025-10-13	2025-10-13 08:50	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.13-පැය-0850-_compressed.pdf	2025-10-13 08:50
lk_police_press_releases	2025-10-13-2025-10-13-06-20	2025-10-13 06:20	2025-10-13	2025-10-13 06:20	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.13-at-0620-_compressed.pdf	2025-10-13 06:20
lk_police_press_releases	2025-10-12-2025-10-12-22-50	2025-10-12 22:50	2025-10-12	2025-10-12 22:50	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.12-at-2250_compressed.pdf	2025-10-12 22:50
lk_police_press_releases	2025-10-12-2025-10-12-19-20	2025-10-12 19:20	2025-10-12	2025-10-12 19:20	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.12-පැය-0920-විශේෂ-මෙහෙයුම්-ක්_රියාත්මක-කිරීම._compressed.pdf	2025-10-12 19:20
lk_police_press_releases	2025-10-12-2025-10-12-11-20	2025-10-12 11:20	2025-10-12	2025-10-12 11:20	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.12-at-1120-_compressed.pdf	2025-10-12 11:20
lk_police_press_releases	2025-10-12-2025-10-12-06-25	2025-10-12 06:25	2025-10-12	2025-10-12 06:25	https://www.police.lk/?p=15487	si	https://www.police.lk/wp-content/uploads/2025/10/Media-on-2025.10.12-at-0625-_compressed.pdf	2025-10-12 06:25
