"","ණ්ඩොයමක්  විසින්  ලද  පතොරතුරක්  මත  ෙැටලීමක්  සිදු   ර  අේබලන්පතොට,",""
"","හංගම  සහ  තිස්සමහොරොම  ප ොලිස්  ස්ථොන  පෙත  ෙොථතො  වී  තිබූ  යතුරු ැදි",""
"","පසොර ේ රැස ට අෙශය  ර සිටි සැ  රුෙන් පදපදපනකු පසොරතේ  රන ලද",""
"","යතුරු ැදි 10 ක් සමග අත්අඩංගුෙට පගන ඇත.",""
"","සැ  රුෙන්  අවුරුදු  26  සහ  42  ෙයස්ෙල   සුෙන  ෙැල්ලෙොය  ප්‍රපේශපේ",""
"","දිංචි රුෙන් පේ.",""
"","අේබලන්පතොට ප ොලිසිය ෙැඩිදුර විමශතන සිදු  රනු ලබයි.",""
"0
5.","බල ත්‍ර  පනොමැතිෙ  මැණික්  ගැරූ  සැ  රුෙන්  තිපදපනකු  අත්අඩංගුෙට","-"
"","බගෙන්තලොෙ  ප ොලිස් ස්ථොනය.",""
"","2025.07.13  ෙන  අද  දින  උදෑසන   ොලපේ  බගෙන්තලොෙ  ප ොලිස්  ෙසපේ",""
"","බ්‍රිඩ්පෙල්  ෙත්ත  ප්‍රපේශපේදී  බගෙන්තලොෙ  ප ොලිස්  ස්ථොනපේ  නිලධ්‍ොරීන්",""
"","ණ්ඩොයමක් විසින් ලද පතොරතුරක් මත ෙැටලීමක් සිදු ර   බල ත්‍ර පනොමැතිෙ",""
"","මැණික්  ගැරූ  පුේගලයන්  තිපදපනකු  මැණික්  ගැරීමට  භොවිතො   ළ  උ  රණද",""
"","සමඟ අත්අඩංගුෙට පගන ඇත.",""
"","සැ  රුෙන්  අවුරුදු  20,31  හො  32  යන  ෙයස්ෙල   සුෙන  බගෙන්තලොෙ",""
"","ප්‍රපේශපේ  දිංචි රුෙන් පේ.",""
"","බගෙන්තලොෙ ප ොලිසිය ෙැඩිදුර විමශතන සිදු  රනු ලබයි.",""
"06.","දිය  අනතුරකින්  විපදස්  ජති   පුේගලයකු  හො   ොන්තොෙක්  පේරො  ගැනීම","-"
"","ප ොටවිල ප ොලිස් ජීවිතොරක්ෂ  ඒ  ය.",""
"","2025.07.13  ෙන  දින  උදෑසන   ොලපේදී  මිරිස්ස    මුහදු  තීරපේ  දියනෑමට  ගිය",""
"","විපදස්  ජොති   දරුෙන් පදපදපනකු  දිය ෙැල ට  හසු වී  මුහදට ගසොපගන  යමින්",""
"","සිටියදී  පෙරළ  තීරපේ  ජීවිතොරක්ෂ   රොජ ොරී  පයදී  සිටි  ප ොලිස්  ජීවිතොරක්ෂ",""
"","ඒ  යට අනුයුක්ත ප ොලිස් සැරයන්  59416 අජන්ත සහ ප ොලිස් ප ොස්තො ල්",""
"","105268   හෙත්ත  යන  නිලධ්‍ොරීන්  විසින්  එම  දරුෙන්  පදපදනො  පේරොපගන",""
"","මූලි  ප්‍රථමොධ්‍ොර ලබො දීමට  ටයුතු  ර ඇත.",""
"","පමපලස  අනතුරට   ත්ෙ  ඇත්පත්  ෙයස  අවුරුදු  15   පිරිමි  දරුපෙකු  හො  ෙයස",""
"","අවුරුදු 17  ගැහැණු දරුපෙකු ෙන ස් ොඤ්ඤ ජොති යින්ය.",""
"","පමම අෙස්ථොපේදී ලබොගත් ඡොයොරූ  කිහි යක් පේ සමඟ පයොමු  රමි.",""
"07.","මොර  රිය අනතුරක් -  ඩුගන්නොෙ ප ොලිස් ෙසම.",""
"","2
025.07.13  ෙන  අද  දින  උදෑසන   ොලපේ   ඩුගන්නොෙ  ප ොලිස්  ෙසපේ",""
"","පිළිමතලොෙ ප ොත්තපිටිය මොගතපේ අරපේගම ප්‍රපේශපේදී පිළිමතලොෙ පදස සිට",""
"","දන්තුපත  පදසට  ධ්‍ොෙනය  වූ  යතුරු ැදියක්   ැදි රුට   ොලනය   ර  ගැනීමට",""
"","පනොහැකිෙ  මොගතපයන්  ඉෙතට   ැන  දුර තන  රැහැන්   නුෙ   ගැටී  අනතුරක්",""
"","සිදුෙ ඇත. අනතුරින් යතුරු ැදි රු බර තල තුෙොල ලබො  ඩුගන්නොෙ පරෝහලට",""
"","ඇතුලත් කිරීපේදී මියපගොස් ඇත.",""
"","මරණ රු ෙයස අවුරුදු 66 ක් වූ දන්තුපත ප්‍රපේශපේ  දිංචි රුපෙකි.",""
"","ම
ෘත ශරීරය පේරොපදණිය පරෝහපල් මෘත ශරීරොගොරපේ තැන් ත්  ර ඇති අතර",""
"","ඩුගන්නොෙ  ප ොලිසිය ෙැඩිදුර විමශතන සිදු  රනු ලබයි",""
